,Opening,Games_Played,Games_Won,Win_Rate
730,"sicilian defense: wing gambit, carlsbad variation",108,60.0,0.5555555555555556
731,four knights game: halloween gambit,107,63.0,0.5887850467289719
732,"sicilian defense: nimzowitsch variation, advance variation",107,50.0,0.4672897196261682
733,"kangaroo defense: keres defense, transpositional variation",107,67.0,0.6261682242990654
734,"italian game: two knights defense, polerio defense, bogoljubov variation",107,56.0,0.5233644859813084
735,gruenfeld defense: stockholm variation,107,44.0,0.411214953271028
736,pirc defense: austrian attack,106,54.0,0.5094339622641509
737,"italian game: two knights defense, max lange attack",106,78.0,0.7358490566037735
738,modern defense: mongredien defense,106,69.0,0.6509433962264151
739,catalan opening,106,56.0,0.5283018867924528
740,"sicilian defense: dragon, 6.be3",106,46.0,0.4339622641509434
741,"old indian: czech variation, with nc3",105,48.0,0.45714285714285713
742,wade defense,105,53.0,0.5047619047619047
743,"caro-kann defense: accelerated panov attack, modern variation",104,37.0,0.3557692307692308
744,king's indian attack: yugoslav variation,104,47.0,0.4519230769230769
745,queen's gambit declined: semi-tarrasch defense,104,54.0,0.5192307692307693
746,kangaroo defense,103,62.0,0.6019417475728155
747,nimzowitsch defense: french connection,103,57.0,0.5533980582524272
748,scotch game: malaniuk variation,103,47.0,0.4563106796116505
749,gruenfeld defense: three knights variation,103,47.0,0.4563106796116505
750,"sicilian defense: dragon variation, yugoslav attack",103,59.0,0.5728155339805825
751,creepy crawly formation: classical defense,103,48.0,0.46601941747572817
752,"nimzo-indian defense: panov attack, main line",102,54.0,0.5294117647058824
753,"queen's pawn game: torre attack, gossip variation",102,43.0,0.4215686274509804
754,"sicilian defense: french variation, westerinen attack",102,47.0,0.46078431372549017
755,nimzo-larsen attack: dutch variation,102,55.0,0.5392156862745098
756,"sicilian defense: najdorf variation, adams attack",102,46.0,0.45098039215686275
757,mikenas defense: lithuanian variation,102,35.0,0.3431372549019608
758,russian game: cochrane gambit,100,36.0,0.36
759,vienna game: paulsen variation,100,57.0,0.57
760,philidor defense: steinitz variation,100,46.0,0.46
761,"nimzowitsch defense: scandinavian variation, bogoljubov variation",100,47.0,0.47
762,"italian game: classical variation, la bourdonnais variation",99,56.0,0.5656565656565656
763,alekhine defense: balogh variation,99,47.0,0.47474747474747475
764,"english opening: four knights system, nimzowitsch variation",99,49.0,0.494949494949495
765,"english opening: king's english variation, two knights variation, smyslov system",99,55.0,0.5555555555555556
766,"english opening: symmetrical variation, four knights variation",98,55.0,0.5612244897959183
767,caro-kann defense: rasa-studier gambit,98,54.0,0.5510204081632653
768,slav defense: two knights attack,98,49.0,0.5
769,lion defense: lion's jaw,98,36.0,0.3673469387755102
770,three knights opening: winawer defense,98,45.0,0.45918367346938777
771,philidor defense: philidor countergambit,98,61.0,0.6224489795918368
772,"philidor defense: nimzowitsch variation, klein variation",98,60.0,0.6122448979591837
773,king's indian defense: 3.nc3,98,53.0,0.5408163265306123
774,king's indian defense: saemisch variation,97,61.0,0.6288659793814433
775,"scotch game: scotch gambit, sarratt variation",97,51.0,0.5257731958762887
776,ruy lopez: schliemann defense,97,53.0,0.5463917525773195
777,"french defense: classical variation, delayed exchange variation",97,50.0,0.5154639175257731
778,queen's gambit declined: charousek (petrosian) variation,97,36.0,0.3711340206185567
779,english opening: jaenisch gambit,97,50.0,0.5154639175257731
780,philidor defense: larsen variation,96,56.0,0.5833333333333334
781,"nimzo-indian defense: classical variation, berlin variation",96,49.0,0.5104166666666666
782,lasker simul special,96,41.0,0.4270833333333333
783,sicilian defense: sozin attack,95,40.0,0.42105263157894735
784,"italian game: scotch gambit, de riviere defense",95,52.0,0.5473684210526316
785,"alekhine defense: modern variation, main line",95,56.0,0.5894736842105263
786,french defense: classical variation,95,44.0,0.4631578947368421
787,"italian game: evans gambit, mcdonnell defense",95,48.0,0.5052631578947369
788,caro-kann defense: accelerated panov attack,95,47.0,0.49473684210526314
789,"french defense: winawer variation, fingerslip variation",94,37.0,0.39361702127659576
790,"french defense: tarrasch variation, pawn center variation",94,45.0,0.4787234042553192
791,"sicilian defense: sozin, not scheveningen",94,34.0,0.3617021276595745
792,bishop's opening: urusov gambit,94,51.0,0.5425531914893617
793,hungarian opening: dutch defense,93,51.0,0.5483870967741935
794,"caro-kann defense: karpov variation, modern variation, kasparov attack",93,35.0,0.3763440860215054
795,"english opening: agincourt defense, catalan defense, semi-slav defense",93,52.0,0.5591397849462365
796,queen's indian defense: kasparov variation,93,40.0,0.43010752688172044
797,slav defense: geller gambit #2,93,41.0,0.44086021505376344
798,"alekhine defense: modern variation, larsen variation",92,43.0,0.4673913043478261
799,"king's pawn game: clam variation, king's gambit reversed",92,45.0,0.4891304347826087
800,"ruy lopez: morphy defense, neo-arkhangelsk variation",91,52.0,0.5714285714285714
801,"sicilian defense: alapin variation, barmen defense, central exchange",90,41.0,0.45555555555555555
802,"italian game: two knights defense, open variation",90,52.0,0.5777777777777777
803,"neo-gruenfeld defense: classical variation, original defense",90,48.0,0.5333333333333333
804,"sicilian defense: sozin attack, leonhardt variation",90,28.0,0.3111111111111111
805,valencia opening,90,50.0,0.5555555555555556
806,"pirc defense: classical variation, quiet system",89,48.0,0.5393258426966292
807,"italian game: giuoco piano, greco's attack",89,49.0,0.550561797752809
808,"king's gambit accepted, blachly gambit",89,42.0,0.47191011235955055
809,"italian game: two knights defense, polerio defense, suhle defense",88,38.0,0.4318181818181818
810,"nimzo-indian defense: classical variation, noa variation",88,44.0,0.5
811,latvian gambit: mlotkowski variation,88,48.0,0.5454545454545454
812,pirc defense: kholmov system,88,43.0,0.48863636363636365
813,"queen's gambit declined: neo-orthodox variation, main line",88,43.0,0.48863636363636365
814,caro-kann defense: masi variation,88,60.0,0.6818181818181818
815,queen's pawn game: liedmann gambit,87,42.0,0.4827586206896552
816,"gruenfeld defense: three knights variation, hungarian variation",87,32.0,0.367816091954023
817,rat defense: balogh defense,87,60.0,0.6896551724137931
818,sicilian defense: prins variation,87,36.0,0.41379310344827586
819,englund gambit complex: felbecker gambit,87,51.0,0.5862068965517241
820,"nimzowitsch defense: kennedy variation, de smet gambit",87,37.0,0.42528735632183906
821,budapest defense: fajarowicz variation,87,41.0,0.47126436781609193
822,indian game: czech-indian,86,43.0,0.5
823,nimzo-indian defense: saemisch variation,86,46.0,0.5348837209302325
824,"four knights game: italian variation, noa gambit",86,37.0,0.43023255813953487
825,"sicilian defense: paulsen variation, bastrikov variation, english attack",86,37.0,0.43023255813953487
826,french defense: diemer-duhm gambit,86,36.0,0.4186046511627907
827,polish opening: birmingham gambit,85,31.0,0.36470588235294116
828,"benko gambit accepted, pawn return variation",85,41.0,0.4823529411764706
829,van geet opening: gruenfeld defense,85,40.0,0.47058823529411764
830,"french defense: tarrasch, open, 4.exd5 exd5",84,47.0,0.5595238095238095
831,bishop's opening: calabrese countergambit,84,45.0,0.5357142857142857
832,"sicilian defense: smith-morra gambit declined, center formation",84,50.0,0.5952380952380952
833,alekhine defense: brooklyn variation,84,42.0,0.5
834,center game: kieseritzky variation #4,84,55.0,0.6547619047619048
835,"caro-kann defense: panov attack, modern defense",83,42.0,0.5060240963855421
836,king's indian defense: larsen variation,83,37.0,0.4457831325301205
837,"queen's pawn game: colle system, gruenfeld formation",83,43.0,0.5180722891566265
838,french defense: franco-hiva gambit i,83,55.0,0.6626506024096386
839,queen's gambit declined: orthodox defense,83,43.0,0.5180722891566265
840,"english opening: anglo-scandinavian defense, schulz gambit",82,46.0,0.5609756097560976
841,"ruy lopez: schliemann defense, exchange variation",82,31.0,0.3780487804878049
842,"sicilian defense: dragon, classical attack",82,37.0,0.45121951219512196
843,polish opening: outflank variation,82,36.0,0.43902439024390244
844,trompowsky attack: edge variation,81,37.0,0.4567901234567901
845,"ruy lopez: morphy defense, classical defense deferred",81,44.0,0.5432098765432098
846,king's indian attack: keres variation #2,81,51.0,0.6296296296296297
847,"english opening: king's english variation, four knights variation, quiet line #3",81,44.0,0.5432098765432098
848,"italian game: two knights defense, traxler counterattack, bishop sacrifice line",81,46.0,0.5679012345679012
849,"alekhine defense: modern variation, larsen-haakert variation",81,45.0,0.5555555555555556
850,philidor defense: nimzowitsch variation #2,81,52.0,0.6419753086419753
851,"king's gambit accepted, polerio gambit",81,35.0,0.43209876543209874
852,"italian game: scotch gambit, janowski defense",81,36.0,0.4444444444444444
853,french defense: bird invitation,80,35.0,0.4375
854,slav defense: alekhine variation,80,39.0,0.4875
855,"nimzowitsch defense: kennedy variation, paulsen attack",79,35.0,0.4430379746835443
856,ruy lopez: spanish countergambit,79,46.0,0.5822784810126582
857,"caro-kann defense: advance variation, bronstein variation",79,35.0,0.4430379746835443
858,queen's gambit accepted: gunsberg defense,79,50.0,0.6329113924050633
859,"pterodactyl defense: eastern, anhanguera",79,44.0,0.5569620253164557
860,"scotch game: scotch gambit, kingside variation",78,39.0,0.5
861,king's indian defense: accelerated averbakh variation,78,36.0,0.46153846153846156
862,polish opening: bugayev attack,78,39.0,0.5
863,"queen's gambit declined: harrwitz attack, orthodox defense",77,37.0,0.4805194805194805
864,"vienna game: vienna gambit, main line",77,31.0,0.4025974025974026
865,king's gambit: panteldakis countergambit,77,50.0,0.6493506493506493
866,queen's gambit declined: barmen variation,76,45.0,0.5921052631578947
867,scotch game: steinitz variation,76,30.0,0.39473684210526316
868,caro-kann defense: euwe attack,76,40.0,0.5263157894736842
869,"king's gambit accepted, rosentreter gambit",76,36.0,0.47368421052631576
870,"gruenfeld defense: exchange variation, classical variation",76,39.0,0.5131578947368421
871,"english opening: symmetrical variation, symmetrical variation",76,41.0,0.5394736842105263
872,italian game: two knights defense #2,76,42.0,0.5526315789473685
873,grob opening: grob gambit declined,76,29.0,0.3815789473684211
874,bird opening: lasker variation,75,42.0,0.56
875,"french defense: advance variation, wade variation",75,32.0,0.4266666666666667
876,bishop's opening: philidor variation,75,38.0,0.5066666666666667
877,"sicilian defense: dragon variation, classical variation #2",75,40.0,0.5333333333333333
878,italian game: scotch gambit declined,75,55.0,0.7333333333333333
879,"queen's gambit declined: semi-tarrasch, 5.cxd5",75,40.0,0.5333333333333333
880,"sicilian defense: smith-morra gambit accepted, kan formation",75,41.0,0.5466666666666666
881,"sicilian defense: lasker-pelikan variation, exchange variation",74,29.0,0.3918918918918919
882,slav defense: diemer gambit,74,37.0,0.5
883,vienna game #2,74,29.0,0.3918918918918919
884,"ruy lopez: exchange variation, gligoric variation",74,37.0,0.5
885,tarrasch defense: two knights variation,74,47.0,0.6351351351351351
886,dutch defense: fianchetto attack,74,41.0,0.5540540540540541
887,rat defense: accelerated gurgenidze,73,52.0,0.7123287671232876
888,"st. george defense: new st. george, three pawn attack",73,40.0,0.547945205479452
889,"french defense: winawer variation, advance variation #2",73,36.0,0.4931506849315068
890,"king's gambit, falkbeer countergambit, charousek gambit",73,40.0,0.547945205479452
891,"italian game: scotch gambit, max lange attack, spielmann defense",73,40.0,0.547945205479452
892,"english opening: king's english variation, four knights variation, flexible line",73,39.0,0.5342465753424658
893,"king's gambit declined, keene defense",73,42.0,0.5753424657534246
894,queen's gambit declined: tarrasch defense: 4.cxd5 exd5,73,37.0,0.5068493150684932
895,"english opening: anglo-indian defense, scandinavian defense",73,51.0,0.6986301369863014
896,benoni defense: czech benoni defense,73,25.0,0.3424657534246575
897,russian game: french attack,73,34.0,0.4657534246575342
898,"english opening: king's english variation, two knights variation, keres variation",72,39.0,0.5416666666666666
899,zukertort opening: gruenfeld reversed,72,46.0,0.6388888888888888
900,dutch defense: staunton gambit,72,48.0,0.6666666666666666
901,"caro-kann defense: exchange variation, rubinstein variation",72,38.0,0.5277777777777778
902,"sicilian defense: smith-morra gambit accepted, fianchetto defense",72,46.0,0.6388888888888888
903,"english opening: symmetrical variation, full symmetry line",71,33.0,0.4647887323943662
904,"nimzo-indian defense: normal variation, ragozin variation",71,40.0,0.5633802816901409
905,"english opening: agincourt defense, neo-catalan declined",71,36.0,0.5070422535211268
906,"sicilian defense: smith-morra gambit accepted, pin defense",71,33.0,0.4647887323943662
907,"king's gambit declined, norwalde variation",71,44.0,0.6197183098591549
908,slav defense: bonet gambit,71,34.0,0.4788732394366197
909,bogo-indian defense: exchange variation,71,43.0,0.6056338028169014
910,"italian game: classical variation, center attack",71,43.0,0.6056338028169014
911,nimzo-indian defense: spielmann variation,71,39.0,0.5492957746478874
912,queen's indian defense: spassky system,71,39.0,0.5492957746478874
913,"nimzowitsch defense: scandinavian variation, exchange variation, marshall gambit",70,37.0,0.5285714285714286
914,"blackmar-diemer gambit declined, weinsbach declination",70,38.0,0.5428571428571428
915,old indian: czech variation,70,34.0,0.4857142857142857
916,zukertort opening,69,31.0,0.4492753623188406
917,"italian game: evans gambit, anderssen variation",69,37.0,0.5362318840579711
918,italian game: classical variation,69,29.0,0.42028985507246375
919,"king's indian defense: fianchetto variation, classical fianchetto",69,27.0,0.391304347826087
920,"king's gambit accepted, bonsch-osmolovsky variation",69,27.0,0.391304347826087
921,"king's gambit declined, miles defense",68,35.0,0.5147058823529411
922,"queen's gambit refused: austrian attack, salvio countergambit",68,30.0,0.4411764705882353
923,"ruy lopez: schliemann defense, jaenisch gambit accepted",68,29.0,0.4264705882352941
924,"sicilian defense: dragon variation, yugoslav attack, belezky line",68,37.0,0.5441176470588235
925,"sicilian defense: najdorf variation, english attack, anti-english",67,29.0,0.43283582089552236
926,semi-slav defense: bogoljubov variation,67,44.0,0.6567164179104478
927,ruy lopez: closed,67,39.0,0.582089552238806
928,"russian game: damiano variation, kholmov gambit",67,30.0,0.44776119402985076
929,ruy lopez: morphy defense #2,67,38.0,0.5671641791044776
930,benko gambit: zaitsev system,66,28.0,0.42424242424242425
931,"alekhine defense: four pawns attack, 6...nc6",66,19.0,0.2878787878787879
932,bogo-indian defense: nimzowitsch variation,66,35.0,0.5303030303030303
933,italian game: evans gambit declined,66,31.0,0.4696969696969697
934,indian game: normal variation,66,51.0,0.7727272727272727
935,caro-kann defense: modern variation,66,29.0,0.4393939393939394
936,modern defense: modern pterodactyl,66,29.0,0.4393939393939394
937,"sicilian defense: paulsen variation, szen variation",65,33.0,0.5076923076923077
938,"pterodactyl defense: queen pterodactyl, quiet line",65,25.0,0.38461538461538464
939,"alekhine defense: mokele mbembe, vavra defense",65,32.0,0.49230769230769234
940,blackmar-diemer gambit: vienna variation,65,37.0,0.5692307692307692
941,ruy lopez: columbus variation,65,35.0,0.5384615384615384
942,italian game: deutz gambit,65,38.0,0.5846153846153846
943,"sicilian defense: najdorf variation, amsterdam variation",65,38.0,0.5846153846153846
944,"nimzowitsch defense: scandinavian variation, bogoljubov variation, vehre variation",65,30.0,0.46153846153846156
945,"french defense: la bourdonnais variation, reuter gambit",64,27.0,0.421875
946,"king's indian defense: saemisch variation, bobotsov-korchnoi-petrosian variation",64,36.0,0.5625
947,scandinavian defense: anderssen counterattack,64,47.0,0.734375
948,"french defense: tarrasch variation, closed variation, main line",64,36.0,0.5625
949,"alekhine defense: modern variation, alburt variation",64,22.0,0.34375
950,"king's gambit accepted, bishop's gambit, maurian defense",64,37.0,0.578125
951,"gruenfeld defense: exchange variation, spassky variation",64,35.0,0.546875
952,"queen's gambit declined: 4.bg5 be7, 5.e3 o-o",63,33.0,0.5238095238095238
953,queen's gambit accepted: slav gambit,63,39.0,0.6190476190476191
954,"king's gambit declined, classical variation #2",63,30.0,0.47619047619047616
955,benoni defense: classical variation,63,29.0,0.4603174603174603
956,petrov's defense #5,62,32.0,0.5161290322580645
957,french defense: carlson gambit,62,23.0,0.3709677419354839
958,"italian game: two knights defense, ponziani-steinitz gambit",62,29.0,0.46774193548387094
959,"king's indian defense: orthodox variation, positional defense, closed line",62,30.0,0.4838709677419355
960,"italian game: two knights defense, perreux variation",62,32.0,0.5161290322580645
961,"pterodactyl defense: western, rhamphorhynchus",62,29.0,0.46774193548387094
962,polish opening: schiffler-sokolsky variation,62,31.0,0.5
963,pirc defense: austrian attack #2,62,32.0,0.5161290322580645
964,modern defense: norwegian defense,62,37.0,0.5967741935483871
965,center game: halasz-mcdonnell gambit,62,31.0,0.5
966,queen's gambit accepted: deferred variation,61,31.0,0.5081967213114754
967,"ruy lopez: morphy defense, modern steinitz defense #2",61,34.0,0.5573770491803278
968,zukertort opening: speelsmet gambit,61,35.0,0.5737704918032787
969,"queen's gambit declined: modern, knight defense #2",61,26.0,0.4262295081967213
970,caro-kann defense: gurgenidze system,61,36.0,0.5901639344262295
971,"english opening: symmetrical variation, two knights line",61,35.0,0.5737704918032787
972,"queen's gambit declined: modern variation, heral variation",61,27.0,0.4426229508196721
973,"dutch defense: stonewall variation, modern variation",61,34.0,0.5573770491803278
974,"ruy lopez: exchange variation, alapin gambit",61,25.0,0.4098360655737705
975,russian game: modern attack,60,36.0,0.6
976,"sicilian defense: dragon variation, modern bc4 variation",60,32.0,0.5333333333333333
977,st. george defense: polish variation,60,34.0,0.5666666666666667
978,"bird opening: from's gambit, lasker variation",60,26.0,0.43333333333333335
979,"king's indian defense: fianchetto variation, panno variation",60,25.0,0.4166666666666667
980,"french defense: classical variation, normal variation",60,21.0,0.35
981,barnes opening: walkerling,60,27.0,0.45
982,"queen's gambit refused: marshall defense, tan gambit",60,33.0,0.55
983,semi-slav defense: chigorin defense,60,30.0,0.5
984,"french defense: tarrasch variation, guimard defense",60,38.0,0.6333333333333333
985,"caro-kann defense: accelerated panov attack, open variation",59,30.0,0.5084745762711864
986,"slav defense: exchange variation, schallopp variation",59,24.0,0.4067796610169492
987,"italian game: scotch gambit, anderssen attack",59,26.0,0.4406779661016949
988,"english opening: anglo-indian defense, old indian formation",59,29.0,0.4915254237288136
989,ruy lopez: marshall attack,59,28.0,0.4745762711864407
990,"king's gambit declined, mafia defense",59,33.0,0.559322033898305
991,french defense: franco-hiva gambit ii,59,35.0,0.5932203389830508
992,"scandinavian defense: main line, leonhardt gambit",59,43.0,0.7288135593220338
993,zukertort opening: basman defense,59,28.0,0.4745762711864407
994,"sicilian defense: dragon variation, yugoslav attack, main line",59,40.0,0.6779661016949152
995,queen's gambit accepted: janowski-larsen variation,58,37.0,0.6379310344827587
996,"four knights game: spanish variation, rubinstein variation",58,34.0,0.5862068965517241
997,"king's indian defense: saemisch variation, yates defense",58,33.0,0.5689655172413793
998,"king's indian defense: fianchetto variation, yugoslav variation",58,31.0,0.5344827586206896
999,english opening: mikenas-carls variation,58,28.0,0.4827586206896552
1000,"french defense: classical variation, swiss variation",58,22.0,0.3793103448275862
1001,"french defense: rubinstein variation, fort knox variation",58,21.0,0.3620689655172414
1002,"gruenfeld defense: three knights variation, paris variation",58,29.0,0.5
1003,"scotch game: scotch gambit, goering gambit declined",58,27.0,0.46551724137931033
1004,ruy lopez: closed variations,57,31.0,0.543859649122807
1005,"sicilian defense: mcdonnell attack, tal gambit",57,19.0,0.3333333333333333
1006,"pirc defense: austrian attack, dragon formation",57,28.0,0.49122807017543857
1007,"ruy lopez: morphy defense, steinitz deferred",57,28.0,0.49122807017543857
1008,semi-slav defense: anti-moscow gambit,57,27.0,0.47368421052631576
1009,"english opening: symmetrical variation, duchamp variation",57,20.0,0.3508771929824561
1010,"english opening: anglo-indian defense, scandinavian defense, exchange variation",57,40.0,0.7017543859649122
1011,king's pawn game: king's head opening,56,20.0,0.35714285714285715
1012,"english opening: symmetrical variation, mecking variation",56,35.0,0.625
1013,"caro-kann defense: panov attack, fianchetto defense",56,25.0,0.44642857142857145
1014,"french defense: winawer variation, poisoned pawn variation",56,20.0,0.35714285714285715
1015,slav defense: winawer countergambit,56,23.0,0.4107142857142857
1016,"king's indian defense: orthodox variation, aronin-taimanov defense",56,26.0,0.4642857142857143
1017,"alekhine defense: modern variation, schmid variation",55,20.0,0.36363636363636365
1018,scotch game #3,55,27.0,0.4909090909090909
1019,hippopotamus defense #2,55,34.0,0.6181818181818182
1020,center game accepted,55,19.0,0.34545454545454546
1021,neo-gruenfeld defense: non- or delayed fianchetto,55,30.0,0.5454545454545454
1022,"king's indian defense: orthodox variation, positional defense",55,28.0,0.509090909090909
1023,"sicilian defense: modern variations, anti-qxd4 move order",54,31.0,0.5740740740740741
1024,center game: kieseritzky variation #3,54,32.0,0.5925925925925926
1025,"ruy lopez: closed variations, martinez variation",54,27.0,0.5
1026,robatsch defense,54,23.0,0.42592592592592593
1027,"king's indian defense: fianchetto variation, uhlmann-szabo system",54,29.0,0.5370370370370371
1028,"blackmar-diemer gambit declined, o'kelly defense",54,30.0,0.5555555555555556
1029,sicilian defense: halasz gambit,54,28.0,0.5185185185185185
1030,blackmar-diemer gambit: ziegler defense,54,27.0,0.5
1031,"scotch game: scotch gambit, london defense",54,35.0,0.6481481481481481
1032,global opening,53,25.0,0.4716981132075472
1033,"french defense: winawer variation, advance variation #3",53,21.0,0.39622641509433965
1034,"slav defense: exchange variation, symmetrical line",53,26.0,0.49056603773584906
1035,ruy lopez: fianchetto defense,53,29.0,0.5471698113207547
1036,"french defense: winawer variation, winckelmann-riemer gambit",53,22.0,0.41509433962264153
1037,"queen's gambit declined: orthodox defense, botvinnik variation",53,30.0,0.5660377358490566
1038,"king's gambit accepted, cunningham defense, mccormick defense",53,20.0,0.37735849056603776
1039,"caro-kann defense: two knights attack, mindeno variation, exchange line",53,25.0,0.4716981132075472
1040,"sicilian defense: dragon variation, yugoslav attack, old line",53,23.0,0.4339622641509434
1041,"king's gambit, falkbeer countergambit, modern transfer",53,20.0,0.37735849056603776
1042,blackmar-diemer gambit #2,53,24.0,0.4528301886792453
1043,caro-kann defense: ulysses gambit,53,18.0,0.33962264150943394
1044,ruy lopez: vinogradov variation,53,29.0,0.5471698113207547
1045,rubinstein opening,52,22.0,0.4230769230769231
1046,"king's gambit accepted, bishop's gambit, cozio defense",52,30.0,0.5769230769230769
1047,nimzowitsch defense: scandinavian variation,52,17.0,0.3269230769230769
1048,"english opening: anglo-indian defense, queen's indian formation",52,29.0,0.5576923076923077
1049,bogo-indian defense: gruenfeld variation,51,28.0,0.5490196078431373
1050,"sicilian defense: dragon variation, levenfish variation",51,27.0,0.5294117647058824
1051,latvian gambit: mason countergambit,51,24.0,0.47058823529411764
1052,"scotch game: goering gambit, main line",51,28.0,0.5490196078431373
1053,petrov's defense #4,51,31.0,0.6078431372549019
1054,"gruenfeld defense: three knights variation, hungarian attack",51,20.0,0.39215686274509803
1055,scotch game: modern defense,51,24.0,0.47058823529411764
1056,king's indian attack: sicilian variation #2,50,24.0,0.48
1057,"sicilian defense: wing gambit, deferred variation",50,17.0,0.34
1058,englund gambit complex: soller gambit deferred,50,26.0,0.52
1059,three knights opening: steinitz defense,50,22.0,0.44
1060,"bird opening: dutch variation, batavo gambit",50,18.0,0.36
1061,semi-slav defense accepted,50,27.0,0.54
1062,"indian game: king's indian variation, fianchetto variation",50,28.0,0.56
1063,queen's gambit declined: janowski variation,50,27.0,0.54
1064,"queen's gambit declined: exchange variation, reshevsky variation",50,29.0,0.58
1065,queen's gambit declined: cambridge springs variation,50,21.0,0.42
1066,"king's gambit accepted, hanstein gambit",50,19.0,0.38
1067,scandinavian defense: bronstein variation,50,22.0,0.44
1068,"sicilian defense: o'kelly variation, venice system, steiner line",50,24.0,0.48
